LogID,CredentialID,EmployeeName,Date,Time,Timestamp,PunchType,DeviceID,VerificationMethod,WorkCode,Status
1204,10100,"AQUINO, DANILO P.",2025-06-05,11:52:54,2025-06-05 11:52:54,OUT,DEV-001,RFID,,Valid
1205,10066,"VILLANUEVA, MARK T.",2025-06-05,11:54:04,2025-06-05 11:54:04,OUT,DEV-002,PIN,,Valid
1206,10133,"RAMOS, JESSA Q.",2025-06-05,11:54:13,2025-06-05 11:54:13,OUT,DEV-001,Fingerprint,,Valid
1207,10033,"GARCIA, ANNA L.",2025-06-05,12:03:19,2025-06-05 12:03:19,OUT,DEV-001,Fingerprint,,Valid
1208,10011,"SANTOS, MARIA C.",2025-06-05,12:05:33,2025-06-05 12:05:33,OUT,DEV-001,RFID,,Valid
1209,10022,"REYES, JOSE R.",2025-06-05,12:07:09,2025-06-05 12:07:09,OUT,DEV-002,Fingerprint,,Valid
1210,10122,"DOMINGO, ALLEN S.",2025-06-05,12:07:58,2025-06-05 12:07:58,OUT,DEV-002,PIN,,Valid
1211,10077,"CASTILLO, NINA F.",2025-06-05,12:09:43,2025-06-05 12:09:43,OUT,DEV-001,Face,,Valid
1212,10111,"CRUZ, PATRICIA J.",2025-06-05,12:10:40,2025-06-05 12:10:40,OUT,DEV-001,Fingerprint,,Valid
1213,10088,"FLORES, RODEL G.",2025-06-05,12:12:45,2025-06-05 12:12:45,OUT,DEV-001,PIN,,Valid
1214,10144,"NAVARRO, EDGAR A.",2025-06-05,12:15:25,2025-06-05 12:15:25,OUT,DEV-003,Face,,Valid
1215,12345,"RELATIVO, XAVIER D.",2025-06-05,12:15:36,2025-06-05 12:15:36,OUT,DEV-003,Fingerprint,,Valid
1216,10066,"VILLANUEVA, MARK T.",2025-06-05,12:47:39,2025-06-05 12:47:39,IN,DEV-001,Fingerprint,DAY,Valid
1217,10100,"AQUINO, DANILO P.",2025-06-05,12:49:51,2025-06-05 12:49:51,IN,DEV-001,Fingerprint,DAY,Valid
1218,10011,"SANTOS, MARIA C.",2025-06-05,12:54:59,2025-06-05 12:54:59,IN,DEV-002,RFID,DAY,Valid
1219,10111,"CRUZ, PATRICIA J.",2025-06-05,12:56:06,2025-06-05 12:56:06,IN,DEV-001,RFID,DAY,Valid
1220,10088,"FLORES, RODEL G.",2025-06-05,12:56:25,2025-06-05 12:56:25,IN,DEV-001,Fingerprint,DAY,Valid
1221,10022,"REYES, JOSE R.",2025-06-05,12:58:21,2025-06-05 12:58:21,IN,DEV-001,Fingerprint,DAY,Valid
1222,10055,"TORRES, LIZA M.",2025-06-05,13:01:19,2025-06-05 13:01:19,IN,DEV-001,PIN,DAY,Valid
1223,10122,"DOMINGO, ALLEN S.",2025-06-05,13:02:10,2025-06-05 13:02:10,IN,DEV-001,Fingerprint,DAY,Valid
1224,10144,"NAVARRO, EDGAR A.",2025-06-05,13:02:15,2025-06-05 13:02:15,IN,DEV-001,Fingerprint,DAY,Valid
1225,10033,"GARCIA, ANNA L.",2025-06-05,13:02:48,2025-06-05 13:02:48,IN,DEV-001,Face,DAY,Valid
1226,10077,"CASTILLO, NINA F.",2025-06-05,13:05:11,2025-06-05 13:05:11,IN,DEV-002,Fingerprint,DAY,Valid
1227,12345,"RELATIVO, XAVIER D.",2025-06-05,13:05:31,2025-06-05 13:05:31,IN,DEV-001,RFID,DAY,Valid
1228,10044,"MENDOZA, CARLO B.",2025-06-05,13:07:55,2025-06-05 13:07:55,IN,DEV-001,Fingerprint,DAY,Valid
1229,10133,"RAMOS, JESSA Q.",2025-06-05,13:08:25,2025-06-05 13:08:25,IN,DEV-001,Fingerprint,DAY,Valid
1230,10099,"BAUTISTA, CLAIRE V.",2025-06-05,13:14:47,2025-06-05 13:14:47,IN,DEV-003,RFID,DAY,Valid
1231,10033,"GARCIA, ANNA L.",2025-06-05,16:49:14,2025-06-05 16:49:14,OUT,DEV-002,Fingerprint,,Valid
1232,10099,"BAUTISTA, CLAIRE V.",2025-06-05,17:04:00,2025-06-05 17:04:00,OUT,DEV-001,Face,,Valid
1233,10055,"TORRES, LIZA M.",2025-06-05,17:07:30,2025-06-05 17:07:30,OUT,DEV-002,Fingerprint,,Valid
1234,10144,"NAVARRO, EDGAR A.",2025-06-05,17:17:07,2025-06-05 17:17:07,OUT,DEV-001,RFID,,Valid
1235,10011,"SANTOS, MARIA C.",2025-06-05,17:17:16,2025-06-05 17:17:16,OUT,DEV-001,Fingerprint,,Valid
1236,10022,"REYES, JOSE R.",2025-06-05,17:26:53,2025-06-05 17:26:53,OUT,DEV-001,RFID,,Valid
1237,10133,"RAMOS, JESSA Q.",2025-06-05,17:30:31,2025-06-05 17:30:31,OUT,DEV-001,Fingerprint,,Valid
1238,10044,"MENDOZA, CARLO B.",2025-06-05,17:38:57,2025-06-05 17:38:57,OUT,DEV-001,Fingerprint,,Valid
1239,10122,"DOMINGO, ALLEN S.",2025-06-05,17:40:53,2025-06-05 17:40:53,OUT,DEV-001,Fingerprint,,Valid
1240,10100,"AQUINO, DANILO P.",2025-06-05,17:52:26,2025-06-05 17:52:26,OUT,DEV-001,Fingerprint,,Valid
1241,10111,"CRUZ, PATRICIA J.",2025-06-05,17:56:23,2025-06-05 17:56:23,OUT,DEV-002,Fingerprint,,Valid
1242,10077,"CASTILLO, NINA F.",2025-06-05,17:58:02,2025-06-05 17:58:02,OUT,DEV-001,Fingerprint,,Valid
1243,12345,"RELATIVO, XAVIER D.",2025-06-05,17:58:09,2025-06-05 17:58:09,OUT,DEV-001,Fingerprint,,Valid
1244,10088,"FLORES, RODEL G.",2025-06-05,18:11:06,2025-06-05 18:11:06,OUT,DEV-001,Fingerprint,,Valid
1245,10066,"VILLANUEVA, MARK T.",2025-06-05,18:14:35,2025-06-05 18:14:35,OUT,DEV-003,Face,,Valid
1246,10033,"GARCIA, ANNA L.",2025-06-06,07:51:48,2025-06-06 07:51:48,IN,DEV-001,Fingerprint,DAY,Valid
1247,10088,"FLORES, RODEL G.",2025-06-06,07:55:52,2025-06-06 07:55:52,IN,DEV-001,Fingerprint,DAY,Valid
1248,10100,"AQUINO, DANILO P.",2025-06-06,07:57:03,2025-06-06 07:57:03,IN,DEV-002,Fingerprint,DAY,Valid
1249,10144,"NAVARRO, EDGAR A.",2025-06-06,08:01:58,2025-06-06 08:01:58,IN,DEV-001,RFID,DAY,Valid
1250,10022,"REYES, JOSE R.",2025-06-06,08:09:54,2025-06-06 08:09:54,IN,DEV-003,PIN,DAY,Unverified
1251,10011,"SANTOS, MARIA C.",2025-06-06,08:16:16,2025-06-06 08:16:16,IN,DEV-002,RFID,DAY,Valid
1252,10099,"BAUTISTA, CLAIRE V.",2025-06-06,08:17:29,2025-06-06 08:17:29,IN,DEV-002,Fingerprint,DAY,Valid
1253,12345,"RELATIVO, XAVIER D.",2025-06-06,08:17:31,2025-06-06 08:17:31,IN,DEV-001,Fingerprint,DAY,Valid
1254,10133,"RAMOS, JESSA Q.",2025-06-06,08:21:26,2025-06-06 08:21:26,IN,DEV-002,Fingerprint,DAY,Valid
1255,10077,"CASTILLO, NINA F.",2025-06-06,08:26:12,2025-06-06 08:26:12,IN,DEV-003,Fingerprint,DAY,Valid
1256,10122,"DOMINGO, ALLEN S.",2025-06-06,08:28:31,2025-06-06 08:28:31,IN,DEV-002,Fingerprint,DAY,Valid
1257,10044,"MENDOZA, CARLO B.",2025-06-06,08:53:05,2025-06-06 08:53:05,IN,DEV-001,Face,DAY,Valid
1258,10111,"CRUZ, PATRICIA J.",2025-06-06,09:12:55,2025-06-06 09:12:55,IN,DEV-001,Fingerprint,DAY,Valid
1259,10066,"VILLANUEVA, MARK T.",2025-06-06,09:28:06,2025-06-06 09:28:06,IN,DEV-002,RFID,DAY,Valid
1260,10055,"TORRES, LIZA M.",2025-06-06,09:45:35,2025-06-06 09:45:35,IN,DEV-001,Face,DAY,Valid
1261,10077,"CASTILLO, NINA F.",2025-06-06,11:46:55,2025-06-06 11:46:55,OUT,DEV-002,Fingerprint,,Valid
1262,10144,"NAVARRO, EDGAR A.",2025-06-06,11:47:12,2025-06-06 11:47:12,OUT,DEV-003,Fingerprint,,Valid
1263,10011,"SANTOS, MARIA C.",2025-06-06,11:47:40,2025-06-06 11:47:40,OUT,DEV-001,Fingerprint,,Valid
1264,12345,"RELATIVO, XAVIER D.",2025-06-06,11:48:09,2025-06-06 11:48:09,OUT,DEV-002,Face,,Valid
1265,10099,"BAUTISTA, CLAIRE V.",2025-06-06,11:55:10,2025-06-06 11:55:10,OUT,DEV-002,Face,,Valid
1266,10088,"FLORES, RODEL G.",2025-06-06,11:55:12,2025-06-06 11:55:12,OUT,DEV-002,Fingerprint,,Valid
1267,10111,"CRUZ, PATRICIA J.",2025-06-06,11:57:49,2025-06-06 11:57:49,OUT,DEV-001,RFID,,Valid
1268,10122,"DOMINGO, ALLEN S.",2025-06-06,12:00:10,2025-06-06 12:00:10,OUT,DEV-001,Fingerprint,,Valid
1269,10100,"AQUINO, DANILO P.",2025-06-06,12:04:02,2025-06-06 12:04:02,OUT,DEV-003,Fingerprint,,Valid
1270,10055,"TORRES, LIZA M.",2025-06-06,12:04:33,2025-06-06 12:04:33,OUT,DEV-001,Fingerprint,,Valid
1271,10033,"GARCIA, ANNA L.",2025-06-06,12:06:05,2025-06-06 12:06:05,OUT,DEV-001,Fingerprint,,Valid
1272,10044,"MENDOZA, CARLO B.",2025-06-06,12:06:15,2025-06-06 12:06:15,OUT,DEV-001,Face,,Valid
1273,10066,"VILLANUEVA, MARK T.",2025-06-06,12:07:05,2025-06-06 12:07:05,OUT,DEV-001,Fingerprint,,Valid
1274,10133,"RAMOS, JESSA Q.",2025-06-06,12:09:30,2025-06-06 12:09:30,OUT,DEV-003,Face,,Valid
1275,10022,"REYES, JOSE R.",2025-06-06,12:11:26,2025-06-06 12:11:26,OUT,DEV-001,Face,,Valid
1276,10011,"SANTOS, MARIA C.",2025-06-06,12:45:21,2025-06-06 12:45:21,IN,DEV-002,Face,DAY,Valid
1277,10133,"RAMOS, JESSA Q.",2025-06-06,12:45:37,2025-06-06 12:45:37,IN,DEV-001,Fingerprint,DAY,Valid
1278,10033,"GARCIA, ANNA L.",2025-06-06,12:47:10,2025-06-06 12:47:10,IN,DEV-001,Fingerprint,DAY,Valid
1279,10144,"NAVARRO, EDGAR A.",2025-06-06,12:49:05,2025-06-06 12:49:05,IN,DEV-003,RFID,DAY,Valid
1280,10044,"MENDOZA, CARLO B.",2025-06-06,12:52:29,2025-06-06 12:52:29,IN,DEV-002,Fingerprint,DAY,Valid
1281,10066,"VILLANUEVA, MARK T.",2025-06-06,12:52:45,2025-06-06 12:52:45,IN,DEV-001,Fingerprint,DAY,Valid
1282,10055,"TORRES, LIZA M.",2025-06-06,12:58:06,2025-06-06 12:58:06,IN,DEV-002,Fingerprint,DAY,Valid
1283,12345,"RELATIVO, XAVIER D.",2025-06-06,12:58:38,2025-06-06 12:58:38,IN,DEV-001,Fingerprint,DAY,Valid
1284,10088,"FLORES, RODEL G.",2025-06-06,13:01:29,2025-06-06 13:01:29,IN,DEV-001,Fingerprint,DAY,Valid
1285,10099,"BAUTISTA, CLAIRE V.",2025-06-06,13:07:11,2025-06-06 13:07:11,IN,DEV-001,Fingerprint,DAY,Valid
1286,10122,"DOMINGO, ALLEN S.",2025-06-06,13:09:14,2025-06-06 13:09:14,IN,DEV-001,Fingerprint,DAY,Valid
1287,10100,"AQUINO, DANILO P.",2025-06-06,13:09:37,2025-06-06 13:09:37,IN,DEV-002,Face,DAY,Valid
1288,10077,"CASTILLO, NINA F.",2025-06-06,13:10:23,2025-06-06 13:10:23,IN,DEV-001,Fingerprint,DAY,Valid
1289,10022,"REYES, JOSE R.",2025-06-06,13:10:38,2025-06-06 13:10:38,IN,DEV-003,Fingerprint,DAY,Valid
1290,10111,"CRUZ, PATRICIA J.",2025-06-06,13:13:15,2025-06-06 13:13:15,IN,DEV-001,Fingerprint,DAY,Valid
1291,10133,"RAMOS, JESSA Q.",2025-06-06,15:35:59,2025-06-06 15:35:59,OUT,DEV-001,Face,,Valid
1292,10077,"CASTILLO, NINA F.",2025-06-06,16:26:57,2025-06-06 16:26:57,OUT,DEV-003,Fingerprint,,Valid
1293,10122,"DOMINGO, ALLEN S.",2025-06-06,16:38:18,2025-06-06 16:38:18,OUT,DEV-001,Fingerprint,,Valid
1294,10088,"FLORES, RODEL G.",2025-06-06,17:02:05,2025-06-06 17:02:05,OUT,DEV-003,Fingerprint,,Valid
1295,10011,"SANTOS, MARIA C.",2025-06-06,17:33:10,2025-06-06 17:33:10,OUT,DEV-002,Face,,Valid
1296,10022,"REYES, JOSE R.",2025-06-06,17:34:27,2025-06-06 17:34:27,OUT,DEV-001,Fingerprint,,Valid
1297,10099,"BAUTISTA, CLAIRE V.",2025-06-06,17:37:36,2025-06-06 17:37:36,OUT,DEV-002,Fingerprint,,Valid
1298,10144,"NAVARRO, EDGAR A.",2025-06-06,17:42:07,2025-06-06 17:42:07,OUT,DEV-001,Fingerprint,,Valid
1299,10111,"CRUZ, PATRICIA J.",2025-06-06,17:48:10,2025-06-06 17:48:10,OUT,DEV-001,Fingerprint,,Valid
1300,12345,"RELATIVO, XAVIER D.",2025-06-06,17:59:33,2025-06-06 17:59:33,OUT,DEV-001,Face,,Valid
1301,10100,"AQUINO, DANILO P.",2025-06-06,18:01:13,2025-06-06 18:01:13,OUT,DEV-003,Fingerprint,,Valid
1302,10066,"VILLANUEVA, MARK T.",2025-06-06,18:06:39,2025-06-06 18:06:39,OUT,DEV-001,Fingerprint,,Valid
1303,10033,"GARCIA, ANNA L.",2025-06-06,18:16:30,2025-06-06 18:16:30,OUT,DEV-001,Fingerprint,,Valid
1304,10055,"TORRES, LIZA M.",2025-06-06,18:23:41,2025-06-06 18:23:41,OUT,DEV-003,Face,,Valid
1305,10044,"MENDOZA, CARLO B.",2025-06-06,18:25:00,2025-06-06 18:25:00,OUT,DEV-003,Fingerprint,,Valid
1306,10133,"RAMOS, JESSA Q.",2025-06-06,21:09:18,2025-06-06 21:09:18,OUT,DEV-002,Fingerprint,OT,Valid
1307,10066,"VILLANUEVA, MARK T.",2025-06-09,07:51:35,2025-06-09 07:51:35,IN,DEV-001,Face,DAY,Valid
1308,10099,"BAUTISTA, CLAIRE V.",2025-06-09,07:53:30,2025-06-09 07:53:30,IN,DEV-001,Fingerprint,DAY,Valid
1309,10144,"NAVARRO, EDGAR A.",2025-06-09,07:58:58,2025-06-09 07:58:58,IN,DEV-001,Fingerprint,DAY,Valid
1310,10100,"AQUINO, DANILO P.",2025-06-09,08:00:44,2025-06-09 08:00:44,IN,DEV-001,Face,DAY,Valid
1311,10111,"CRUZ, PATRICIA J.",2025-06-09,08:00:46,2025-06-09 08:00:46,IN,DEV-001,Face,DAY,Valid
1312,12345,"RELATIVO, XAVIER D.",2025-06-09,08:03:27,2025-06-09 08:03:27,IN,DEV-001,Fingerprint,DAY,Valid
1313,10055,"TORRES, LIZA M.",2025-06-09,08:05:27,2025-06-09 08:05:27,IN,DEV-001,Fingerprint,DAY,Valid
1314,10122,"DOMINGO, ALLEN S.",2025-06-09,08:08:34,2025-06-09 08:08:34,IN,DEV-001,RFID,DAY,Valid
1315,10022,"REYES, JOSE R.",2025-06-09,08:10:37,2025-06-09 08:10:37,IN,DEV-001,Face,DAY,Valid
1316,10077,"CASTILLO, NINA F.",2025-06-09,08:12:38,2025-06-09 08:12:38,IN,DEV-001,PIN,DAY,Valid
1317,10088,"FLORES, RODEL G.",2025-06-09,08:15:18,2025-06-09 08:15:18,IN,DEV-002,Fingerprint,DAY,Valid
1318,10133,"RAMOS, JESSA Q.",2025-06-09,08:17:58,2025-06-09 08:17:58,IN,DEV-002,Fingerprint,DAY,Valid
1319,10011,"SANTOS, MARIA C.",2025-06-09,08:22:35,2025-06-09 08:22:35,IN,DEV-001,Fingerprint,DAY,Valid
1320,10033,"GARCIA, ANNA L.",2025-06-09,08:27:51,2025-06-09 08:27:51,IN,DEV-001,RFID,DAY,Valid
1321,10044,"MENDOZA, CARLO B.",2025-06-09,08:29:16,2025-06-09 08:29:16,IN,DEV-001,Fingerprint,DAY,Valid
1322,10111,"CRUZ, PATRICIA J.",2025-06-09,11:51:29,2025-06-09 11:51:29,OUT,DEV-001,Fingerprint,,Valid
1323,10099,"BAUTISTA, CLAIRE V.",2025-06-09,11:53:24,2025-06-09 11:53:24,OUT,DEV-001,Face,,Valid
1324,10077,"CASTILLO, NINA F.",2025-06-09,11:54:20,2025-06-09 11:54:20,OUT,DEV-001,Fingerprint,,Valid
1325,10011,"SANTOS, MARIA C.",2025-06-09,11:54:23,2025-06-09 11:54:23,OUT,DEV-003,Face,,Valid
1326,10044,"MENDOZA, CARLO B.",2025-06-09,11:57:54,2025-06-09 11:57:54,OUT,DEV-001,Fingerprint,,Valid
1327,10088,"FLORES, RODEL G.",2025-06-09,11:58:08,2025-06-09 11:58:08,OUT,DEV-003,Face,,Valid
1328,10033,"GARCIA, ANNA L.",2025-06-09,12:02:14,2025-06-09 12:02:14,OUT,DEV-002,RFID,,Valid
1329,10133,"RAMOS, JESSA Q.",2025-06-09,12:02:20,2025-06-09 12:02:20,OUT,DEV-001,Face,,Valid
1330,10022,"REYES, JOSE R.",2025-06-09,12:05:27,2025-06-09 12:05:27,OUT,DEV-001,Fingerprint,,Valid
1331,10122,"DOMINGO, ALLEN S.",2025-06-09,12:08:28,2025-06-09 12:08:28,OUT,DEV-001,PIN,,Valid
1332,10066,"VILLANUEVA, MARK T.",2025-06-09,12:08:54,2025-06-09 12:08:54,OUT,DEV-002,RFID,,Valid
1333,12345,"RELATIVO, XAVIER D.",2025-06-09,12:08:56,2025-06-09 12:08:56,OUT,DEV-002,PIN,,Valid
1334,10144,"NAVARRO, EDGAR A.",2025-06-09,12:13:09,2025-06-09 12:13:09,OUT,DEV-001,Face,,Valid
1335,10100,"AQUINO, DANILO P.",2025-06-09,12:14:15,2025-06-09 12:14:15,OUT,DEV-001,Face,,Valid
1336,10055,"TORRES, LIZA M.",2025-06-09,12:15:09,2025-06-09 12:15:09,OUT,DEV-002,Fingerprint,,Valid
1337,10022,"REYES, JOSE R.",2025-06-09,12:46:16,2025-06-09 12:46:16,IN,DEV-001,Fingerprint,DAY,Valid
1338,10055,"TORRES, LIZA M.",2025-06-09,12:47:53,2025-06-09 12:47:53,IN,DEV-001,Fingerprint,DAY,Valid
1339,10122,"DOMINGO, ALLEN S.",2025-06-09,12:48:47,2025-06-09 12:48:47,IN,DEV-002,Face,DAY,Valid
1340,10144,"NAVARRO, EDGAR A.",2025-06-09,12:52:41,2025-06-09 12:52:41,IN,DEV-001,Fingerprint,DAY,Valid
1341,10077,"CASTILLO, NINA F.",2025-06-09,12:54:19,2025-06-09 12:54:19,IN,DEV-001,Face,DAY,Valid
1342,10100,"AQUINO, DANILO P.",2025-06-09,12:57:29,2025-06-09 12:57:29,IN,DEV-001,Fingerprint,DAY,Valid
1343,10044,"MENDOZA, CARLO B.",2025-06-09,13:03:22,2025-06-09 13:03:22,IN,DEV-001,PIN,DAY,Valid
1344,12345,"RELATIVO, XAVIER D.",2025-06-09,13:09:11,2025-06-09 13:09:11,IN,DEV-001,Fingerprint,DAY,Valid
1345,10088,"FLORES, RODEL G.",2025-06-09,13:09:25,2025-06-09 13:09:25,IN,DEV-001,Fingerprint,DAY,Valid
1346,10033,"GARCIA, ANNA L.",2025-06-09,13:11:09,2025-06-09 13:11:09,IN,DEV-001,Fingerprint,DAY,Valid
1347,10133,"RAMOS, JESSA Q.",2025-06-09,13:11:41,2025-06-09 13:11:41,IN,DEV-002,Fingerprint,DAY,Valid
1348,10011,"SANTOS, MARIA C.",2025-06-09,13:12:02,2025-06-09 13:12:02,IN,DEV-003,Fingerprint,DAY,Valid
1349,10066,"VILLANUEVA, MARK T.",2025-06-09,13:12:09,2025-06-09 13:12:09,IN,DEV-001,Face,DAY,Valid
1350,10099,"BAUTISTA, CLAIRE V.",2025-06-09,13:15:21,2025-06-09 13:15:21,IN,DEV-001,Face,DAY,Valid
1351,10111,"CRUZ, PATRICIA J.",2025-06-09,13:15:25,2025-06-09 13:15:25,IN,DEV-001,Face,DAY,Valid
1352,10011,"SANTOS, MARIA C.",2025-06-09,16:01:42,2025-06-09 16:01:42,OUT,DEV-001,Face,,Valid
1353,10100,"AQUINO, DANILO P.",2025-06-09,16:03:23,2025-06-09 16:03:23,OUT,DEV-001,Fingerprint,,Valid
1354,10111,"CRUZ, PATRICIA J.",2025-06-09,16:12:28,2025-06-09 16:12:28,OUT,DEV-001,RFID,,Valid
1355,10099,"BAUTISTA, CLAIRE V.",2025-06-09,17:01:16,2025-06-09 17:01:16,OUT,DEV-002,Face,,Valid
1356,10066,"VILLANUEVA, MARK T.",2025-06-09,17:18:58,2025-06-09 17:18:58,OUT,DEV-001,PIN,,Valid
1357,10077,"CASTILLO, NINA F.",2025-06-09,17:21:44,2025-06-09 17:21:44,OUT,DEV-001,Fingerprint,,Valid
1358,10044,"MENDOZA, CARLO B.",2025-06-09,17:37:01,2025-06-09 17:37:01,OUT,DEV-003,Face,,Valid
1359,10122,"DOMINGO, ALLEN S.",2025-06-09,17:38:55,2025-06-09 17:38:55,OUT,DEV-003,Fingerprint,,Valid
1360,10033,"GARCIA, ANNA L.",2025-06-09,17:39:38,2025-06-09 17:39:38,OUT,DEV-002,Face,,Valid
1361,10022,"REYES, JOSE R.",2025-06-09,17:41:21,2025-06-09 17:41:21,OUT,DEV-002,Fingerprint,,Valid
1362,10055,"TORRES, LIZA M.",2025-06-09,17:47:51,2025-06-09 17:47:51,OUT,DEV-001,Fingerprint,,Valid
1363,10144,"NAVARRO, EDGAR A.",2025-06-09,18:10:30,2025-06-09 18:10:30,OUT,DEV-001,Fingerprint,,Valid
1364,10088,"FLORES, RODEL G.",2025-06-09,18:12:35,2025-06-09 18:12:35,OUT,DEV-001,Face,,Valid
1365,12345,"RELATIVO, XAVIER D.",2025-06-09,18:20:19,2025-06-09 18:20:19,OUT,DEV-002,Fingerprint,,Valid
1366,10133,"RAMOS, JESSA Q.",2025-06-09,18:29:27,2025-06-09 18:29:27,OUT,DEV-002,RFID,,Valid
1367,10055,"TORRES, LIZA M.",2025-06-10,07:48:18,2025-06-10 07:48:18,IN,DEV-001,Face,DAY,Valid
1368,10033,"GARCIA, ANNA L.",2025-06-10,07:50:38,2025-06-10 07:50:38,IN,DEV-001,Fingerprint,DAY,Valid
1369,10066,"VILLANUEVA, MARK T.",2025-06-10,07:53:42,2025-06-10 07:53:42,IN,DEV-003,Face,DAY,Valid
1370,10011,"SANTOS, MARIA C.",2025-06-10,07:56:56,2025-06-10 07:56:56,IN,DEV-001,Fingerprint,DAY,Valid
1371,10044,"MENDOZA, CARLO B.",2025-06-10,08:03:49,2025-06-10 08:03:49,IN,DEV-002,Face,DAY,Valid
1372,10022,"REYES, JOSE R.",2025-06-10,08:07:14,2025-06-10 08:07:14,IN,DEV-002,Face,DAY,Valid
1373,10022,"REYES, JOSE R.",2025-06-10,08:08:55,2025-06-10 08:08:55,IN,DEV-002,Face,DAY,Duplicate
1374,10144,"NAVARRO, EDGAR A.",2025-06-10,08:09:50,2025-06-10 08:09:50,IN,DEV-001,Face,DAY,Valid
1375,10111,"CRUZ, PATRICIA J.",2025-06-10,08:10:20,2025-06-10 08:10:20,IN,DEV-002,Fingerprint,DAY,Valid
1376,12345,"RELATIVO, XAVIER D.",2025-06-10,08:16:01,2025-06-10 08:16:01,IN,DEV-001,Fingerprint,DAY,Valid
1377,10122,"DOMINGO, ALLEN S.",2025-06-10,08:22:44,2025-06-10 08:22:44,IN,DEV-002,Fingerprint,DAY,Valid
1378,10077,"CASTILLO, NINA F.",2025-06-10,08:27:40,2025-06-10 08:27:40,IN,DEV-001,Fingerprint,DAY,Valid
1379,10088,"FLORES, RODEL G.",2025-06-10,08:43:25,2025-06-10 08:43:25,IN,DEV-003,Fingerprint,DAY,Valid
1380,10133,"RAMOS, JESSA Q.",2025-06-10,08:53:07,2025-06-10 08:53:07,IN,DEV-001,Fingerprint,DAY,Valid
1381,10099,"BAUTISTA, CLAIRE V.",2025-06-10,09:10:44,2025-06-10 09:10:44,IN,DEV-003,Fingerprint,DAY,Valid
1382,10100,"AQUINO, DANILO P.",2025-06-10,09:43:55,2025-06-10 09:43:55,IN,DEV-001,Fingerprint,DAY,Valid
1383,10133,"RAMOS, JESSA Q.",2025-06-10,11:45:10,2025-06-10 11:45:10,OUT,DEV-001,Fingerprint,,Valid
1384,10022,"REYES, JOSE R.",2025-06-10,11:46:48,2025-06-10 11:46:48,OUT,DEV-001,Fingerprint,,Valid
1385,10100,"AQUINO, DANILO P.",2025-06-10,11:53:35,2025-06-10 11:53:35,OUT,DEV-003,Face,,Valid
1386,10099,"BAUTISTA, CLAIRE V.",2025-06-10,11:54:23,2025-06-10 11:54:23,OUT,DEV-002,Fingerprint,,Valid
1387,10033,"GARCIA, ANNA L.",2025-06-10,11:55:38,2025-06-10 11:55:38,OUT,DEV-001,Fingerprint,,Valid
1388,10044,"MENDOZA, CARLO B.",2025-06-10,11:56:14,2025-06-10 11:56:14,OUT,DEV-002,Face,,Valid
1389,10111,"CRUZ, PATRICIA J.",2025-06-10,12:00:36,2025-06-10 12:00:36,OUT,DEV-002,Fingerprint,,Valid
1390,10088,"FLORES, RODEL G.",2025-06-10,12:02:23,2025-06-10 12:02:23,OUT,DEV-002,Fingerprint,,Valid
1391,10055,"TORRES, LIZA M.",2025-06-10,12:03:32,2025-06-10 12:03:32,OUT,DEV-001,Face,,Valid
1392,10122,"DOMINGO, ALLEN S.",2025-06-10,12:05:27,2025-06-10 12:05:27,OUT,DEV-001,Fingerprint,,Valid
1393,10066,"VILLANUEVA, MARK T.",2025-06-10,12:06:58,2025-06-10 12:06:58,OUT,DEV-001,Face,,Valid
1394,10077,"CASTILLO, NINA F.",2025-06-10,12:08:43,2025-06-10 12:08:43,OUT,DEV-001,Fingerprint,,Valid
1395,10144,"NAVARRO, EDGAR A.",2025-06-10,12:10:31,2025-06-10 12:10:31,OUT,DEV-001,Face,,Valid
1396,12345,"RELATIVO, XAVIER D.",2025-06-10,12:11:51,2025-06-10 12:11:51,OUT,DEV-001,Fingerprint,,Valid
1397,10011,"SANTOS, MARIA C.",2025-06-10,12:14:21,2025-06-10 12:14:21,OUT,DEV-002,Fingerprint,,Valid
1398,10099,"BAUTISTA, CLAIRE V.",2025-06-10,12:49:30,2025-06-10 12:49:30,IN,DEV-001,Face,DAY,Valid
1399,10122,"DOMINGO, ALLEN S.",2025-06-10,12:51:52,2025-06-10 12:51:52,IN,DEV-001,Fingerprint,DAY,Valid
1400,10055,"TORRES, LIZA M.",2025-06-10,12:52:54,2025-06-10 12:52:54,IN,DEV-001,RFID,DAY,Valid
1401,10111,"CRUZ, PATRICIA J.",2025-06-10,12:53:52,2025-06-10 12:53:52,IN,DEV-002,Fingerprint,DAY,Valid
1402,10144,"NAVARRO, EDGAR A.",2025-06-10,12:55:24,2025-06-10 12:55:24,IN,DEV-001,Fingerprint,DAY,Valid
1403,10100,"AQUINO, DANILO P.",2025-06-10,12:58:18,2025-06-10 12:58:18,IN,DEV-001,Fingerprint,DAY,Valid
1404,10066,"VILLANUEVA, MARK T.",2025-06-10,12:58:32,2025-06-10 12:58:32,IN,DEV-001,Fingerprint,DAY,Valid
1405,10088,"FLORES, RODEL G.",2025-06-10,13:01:25,2025-06-10 13:01:25,IN,DEV-001,Fingerprint,DAY,Valid
1406,10133,"RAMOS, JESSA Q.",2025-06-10,13:01:50,2025-06-10 13:01:50,IN,DEV-002,Fingerprint,DAY,Valid
